Nome Jogador,Valor Mercado,ID_Jogador,País de Origem,Posição,Numero_da_Camisa,Data_de_Nascimento,Altura,Pe,No_time_desde,Identifier,Camp,Ano,Time
Vitor Hugo,"5,50 mi. €",149752,Brasil,            Zagueiro,31,20/05/1991 (30),"1,87m",esquerdo,01/04/2023,BRA1_2023,BRA1,2023,EC Bahia
Kanu,"2,20 mi. €",524446,Brasil,            Zagueiro,4,07/03/1997 (24),"1,86m",direito,22/08/2023,BRA1_2023,BRA1,2023,EC Bahia
Raul Gustavo,"2,00 mi. €",792345,Brasil,            Zagueiro,34,24/04/1999 (22),"1,89m",esquerdo,01/01/2023,BRA1_2023,BRA1,2023,EC Bahia
David Duarte,"1,50 mi. €",373446,Brasil,            Zagueiro,33,24/01/1995 (26),"1,93m",direito,10/01/2024,BRA1_2023,BRA1,2023,EC Bahia
Luis Rodrigo,-,1082834,Brasil,            Zagueiro,-,07/01/2003 (18),"1,81m", ,,BRA1_2023,BRA1,2023,EC Bahia
Nathan Silva,-,1082838,Brasil,            Zagueiro,-,27/02/2004 (17),"1,91m",esquerdo,,BRA1_2023,BRA1,2023,EC Bahia
Marcello,-,1083107,Brasil,            Zagueiro,-,07/04/2003 (18),"1,80m",direito,,BRA1_2023,BRA1,2023,EC Bahia
Gabriel Xavier,-,740501,Brasil,            Zagueiro,3,06/05/2001 (20),"1,90m",direito,01/01/2022,BRA1_2023,BRA1,2023,EC Bahia
Marcos Victor,-,980463,Brasil,            Zagueiro,44,26/12/2001 (20),"1,84m",direito,01/01/2023,BRA1_2023,BRA1,2023,EC Bahia
Matheus Bahia,"2,50 mi. €",741021,Brasil,            Lateral Esq.,79,11/08/1999 (22),"1,81m",esquerdo,01/03/2021,BRA1_2023,BRA1,2023,EC Bahia
Camilo Cándido,"1,00 mi. €",382473,Uruguai,            Lateral Esq.,38,02/06/1995 (26),"1,73m",esquerdo,17/07/2023,BRA1_2023,BRA1,2023,EC Bahia
Luciano Juba,600 mil €,676035,Brasil,            Lateral Esq.,46,29/08/1999 (22),"1,76m",esquerdo,01/09/2023,BRA1_2023,BRA1,2023,EC Bahia
Jhoanner Chávez,400 mil €,713787,Equador,            Lateral Esq.,6,25/04/2002 (19),"1,82m",esquerdo,10/01/2023,BRA1_2023,BRA1,2023,EC Bahia
Rafael Soares,-,1082831,Brasil,            Lateral Esq.,-,27/12/2004 (17),"1,78m",esquerdo,,BRA1_2023,BRA1,2023,EC Bahia
Alex Júnior,-,1087917,Brasil,            Lateral Esq.,-,29/03/2005 (16),"1,77m",esquerdo,,BRA1_2023,BRA1,2023,EC Bahia
Ryan,-,1082832,Brasil,            Lateral Esq.,66,14/05/2002 (19),"1,72m",esquerdo,01/01/2023,BRA1_2023,BRA1,2023,EC Bahia
Gilberto,"4,00 mi. €",231614,Brasil,            Lateral Dir.,2,07/03/1993 (28),"1,81m",direito,09/07/2023,BRA1_2023,BRA1,2023,EC Bahia
Cicinho,"1,00 mi. €",101294,Bulgária,            Lateral Dir.,40,26/12/1988 (33),"1,68m",direito,13/01/2023,BRA1_2023,BRA1,2023,EC Bahia
Douglas Borel,50 mil €,647540,Brasil,            Lateral Dir.,-,30/03/2002 (19),"1,78m",direito,01/01/2021,BRA1_2023,BRA1,2023,EC Bahia
Hygor,-,1082839,Brasil,            Lateral Dir.,-,17/04/2004 (17),"1,71m",direito,,BRA1_2023,BRA1,2023,EC Bahia
Daniel Gomes,-,1082843,Brasil,            Lateral Dir.,-,05/09/2005 (16),"1,75m", ,,BRA1_2023,BRA1,2023,EC Bahia
Jotta,-,1094283,Brasil,            Lateral Dir.,-,24/04/2005 (16),"1,81m",direito,,BRA1_2023,BRA1,2023,EC Bahia
André Dhominique,-,959171,Brasil,            Lateral Dir.,13,07/10/2003 (18),"1,78m",direito,01/01/2023,BRA1_2023,BRA1,2023,EC Bahia
Nicolás Acevedo,"2,50 mi. €",625569,Uruguai,            Volante,26,14/04/1999 (22),"1,73m",direito,03/01/2025,BRA1_2023,BRA1,2023,EC Bahia
Diego Rosa,800 mil €,662327,Brasil,            Volante,17,12/10/2002 (19),"1,82m",direito,13/01/2023,BRA1_2023,BRA1,2023,EC Bahia
Rezende,500 mil €,793815,Brasil,            Volante,5,02/01/1995 (26),"1,86m",esquerdo,21/01/2022,BRA1_2023,BRA1,2023,EC Bahia
Lucas Araújo,300 mil €,555018,Brasil,            Volante,-,21/05/1999 (22),"1,81m",direito,07/04/2021,BRA1_2023,BRA1,2023,EC Bahia
Vinicius Meireles,-,1087916,Brasil,            Meio-Campo,-,10/07/2005 (16),"1,83m", ,,BRA1_2023,BRA1,2023,EC Bahia
Sidney Duarte,-,1109029,Brasil,            Volante,-,12/03/2006 (15),"1,68m", ,,BRA1_2023,BRA1,2023,EC Bahia
Erick,-,1109030,Brasil,            Meio-Campo,-,05/06/2006 (15),-, ,,BRA1_2023,BRA1,2023,EC Bahia
Yago Felipe,"2,50 mi. €",346935,Brasil,            Meia Central,20,03/02/1995 (26),"1,74m",direito,28/02/2023,BRA1_2023,BRA1,2023,EC Bahia
Léo Cittadini,"2,00 mi. €",187210,Brasil,            Meia Central,18,27/02/1994 (27),"1,79m",esquerdo,28/07/2023,BRA1_2023,BRA1,2023,EC Bahia
Victor Lustosa,-,997491,Brasil,            Meia Central,-,17/01/2003 (18),"1,81m",direito,,BRA1_2023,BRA1,2023,EC Bahia
Miqueias,-,973707,Brasil,            Meia Central,42,27/07/2001 (20),"1,87m",direito,01/02/2022,BRA1_2023,BRA1,2023,EC Bahia
Guilherme Brito,-,1083091,Brasil,            Meia Direita,-,23/11/2003 (18),"1,73m",esquerdo,,BRA1_2023,BRA1,2023,EC Bahia
Cauly,"2,30 mi. €",162812,Brasil,            Meia Ofensivo,8,15/09/1995 (26),"1,75m",ambidestro,01/02/2023,BRA1_2023,BRA1,2023,EC Bahia
Marco Antônio,"1,50 mi. €",578413,Brasil,            Meia Ofensivo,-,01/10/1997 (24),"1,72m",direito,20/04/2018,BRA1_2023,BRA1,2023,EC Bahia
Danielzinho,"1,40 mi. €",418530,Brasil,            Meia Ofensivo,10,11/01/1996 (25),"1,73m",direito,15/01/2020,BRA1_2023,BRA1,2023,EC Bahia
Thaciano,800 mil €,392487,Brasil,            Meia Ofensivo,16,12/05/1995 (26),"1,82m",direito,31/03/2023,BRA1_2023,BRA1,2023,EC Bahia
Lucas Mugni,300 mil €,148231,Argentina,            Meia Ofensivo,19,12/01/1992 (29),"1,84m",esquerdo,16/07/2021,BRA1_2023,BRA1,2023,EC Bahia
Roger Gabriel,-,1044131,Brasil,            Meia Ofensivo,-,11/02/2007 (14),"1,73m",ambidestro,,BRA1_2023,BRA1,2023,EC Bahia
Abraão,-,1083096,Brasil,            Meia Ofensivo,-,22/02/2004 (17),"1,78m", ,,BRA1_2023,BRA1,2023,EC Bahia
Vitinho,-,1083109,Brasil,            Meia Ofensivo,-,28/04/2004 (17),"1,78m", ,,BRA1_2023,BRA1,2023,EC Bahia
Patrick Verhon,-,1038907,Brasil,            Meia Ofensivo,23,08/09/2004 (17),"1,74m",direito,01/01/2023,BRA1_2023,BRA1,2023,EC Bahia
Biel,"2,20 mi. €",875328,Brasil,            Ponta Esquerda,-,01/04/2001 (20),"1,70m",direito,01/01/2023,BRA1_2023,BRA1,2023,EC Bahia
Caio Vidal,"1,80 mi. €",815686,Brasil,            Ponta Esquerda,-,04/11/2000 (21),"1,74m",direito,15/08/2022,BRA1_2023,BRA1,2023,EC Bahia
Rafael Ratão,"1,20 mi. €",289802,Brasil,            Ponta Esquerda,11,30/11/1995 (26),"1,77m",direito,26/07/2023,BRA1_2023,BRA1,2023,EC Bahia
Lucas Aruba,-,1083094,Brasil,            Ponta Esquerda,-,26/03/2004 (17),"1,76m",direito,,BRA1_2023,BRA1,2023,EC Bahia
Léo Guerra,-,1083104,Brasil,            Ponta Esquerda,-,11/04/2003 (18),"1,79m",direito,,BRA1_2023,BRA1,2023,EC Bahia
Kennedy,-,1083092,Brasil,            Ponta Esquerda,71,08/07/2004 (17),"1,69m",esquerdo,,BRA1_2023,BRA1,2023,EC Bahia
Kayky,"14,00 mi. €",668265,Brasil,            Ponta Direita,37,11/06/2003 (18),"1,72m",esquerdo,13/01/2023,BRA1_2023,BRA1,2023,EC Bahia
Ademir,"3,00 mi. €",544259,Brasil,            Ponta Direita,7,16/02/1995 (26),"1,72m",esquerdo,01/04/2023,BRA1_2023,BRA1,2023,EC Bahia
Vitor Jacaré,250 mil €,691843,Brasil,            Ponta Direita,29,24/10/1999 (22),"1,68m",direito,21/03/2022,BRA1_2023,BRA1,2023,EC Bahia
Ricardo Goulart,"6,00 mi. €",106076,Brasil,            Seg. Atacante,-,05/06/1991 (30),"1,81m",direito,04/08/2022,BRA1_2023,BRA1,2023,EC Bahia
Everaldo,"1,40 mi. €",205041,Brasil,            Centroavante,9,05/07/1991 (30),"1,82m",direito,09/01/2023,BRA1_2023,BRA1,2023,EC Bahia
Vinicius Mingotti,800 mil €,658664,Brasil,            Centroavante,21,07/01/2000 (21),"1,90m",direito,21/04/2023,BRA1_2023,BRA1,2023,EC Bahia
Arthur Sales,250 mil €,905691,Brasil,            Centroavante,14,03/07/2002 (19),"1,84m",esquerdo,10/03/2023,BRA1_2023,BRA1,2023,EC Bahia
Everton Moraes,-,987776,Brasil,            Centroavante,-,12/05/2002 (19),"1,84m",direito,01/01/2023,BRA1_2023,BRA1,2023,EC Bahia
Tiago,-,1083095,Brasil,            Atacante,-,08/04/2005 (16),-, ,,BRA1_2023,BRA1,2023,EC Bahia
Gustavo Kawã,-,1083097,Brasil,            Atacante,-,27/02/2004 (17),"1,81m",direito,,BRA1_2023,BRA1,2023,EC Bahia
Ícaro,-,1083098,Brasil,            Atacante,-,08/03/2004 (17),-, ,,BRA1_2023,BRA1,2023,EC Bahia
Juninho,-,1109028,Brasil,            Atacante,-,17/12/2005 (16),-, ,,BRA1_2023,BRA1,2023,EC Bahia
João Coni,-,1114595,Brasil,            Atacante,-,15/06/2006 (15),-, ,,BRA1_2023,BRA1,2023,EC Bahia
Felipe Alves,700 mil €,189682,Brasil,            Goleiro,1,21/05/1988 (32),"1,87m",esquerdo,18/02/2022,BRA1_2022,BRA1,2022,EC Juventude
César,100 mil €,412685,Brasil,            Goleiro,31,16/02/1995 (25),"1,92m",direito,19/01/2022,BRA1_2022,BRA1,2022,EC Juventude
Pegorari,-,213591,Brasil,            Goleiro,-,12/07/1991 (29),"1,92m",direito,05/08/2022,BRA1_2022,BRA1,2022,EC Juventude
Arthur,-,978029,Brasil,            Goleiro,-,26/10/2002 (18),"1,90m", ,,BRA1_2022,BRA1,2022,EC Juventude
William,-,638060,Brasil,            Goleiro,21,21/01/1998 (22),"1,94m",direito,,BRA1_2022,BRA1,2022,EC Juventude
Rafael Forster,"1,20 mi. €",104590,Brasil,            Zagueiro,12,23/07/1990 (30),"1,84m",esquerdo,19/01/2022,BRA1_2022,BRA1,2022,EC Juventude
Renato Chaves,875 mil €,64870,Brasil,            Zagueiro,-,04/05/1990 (30),"1,85m",direito,03/08/2022,BRA1_2022,BRA1,2022,EC Juventude
Ygor Nogueira,800 mil €,187211,Brasil,            Zagueiro,-,27/03/1995 (25),"1,87m",direito,29/07/2022,BRA1_2022,BRA1,2022,EC Juventude
Paulo Miranda,700 mil €,80499,Brasil,            Zagueiro,28,16/08/1988 (32),"1,84m",direito,25/01/2022,BRA1_2022,BRA1,2022,EC Juventude
Danilo Boza,150 mil €,606136,Brasil,            Zagueiro,3,06/05/1998 (22),"1,85m",direito,19/01/2022,BRA1_2022,BRA1,2022,EC Juventude
Thalisson,50 mil €,323876,Brasil,            Zagueiro,4,07/05/1998 (22),"1,85m",direito,30/03/2022,BRA1_2022,BRA1,2022,EC Juventude
Vitor Mendes,50 mil €,686333,Brasil,            Zagueiro,34,13/02/1999 (21),"1,86m",direito,11/04/2022,BRA1_2022,BRA1,2022,EC Juventude
Odivan,-,722674,Brasil,            Zagueiro,-,12/01/1999 (21),"1,90m",esquerdo,,BRA1_2022,BRA1,2022,EC Juventude
Jeder,-,1036607,Brasil,            Zagueiro,-,05/01/2002 (18),"1,92m",esquerdo,,BRA1_2022,BRA1,2022,EC Juventude
Lucas Ramires,-,1003436,Brasil,            Zagueiro,44,27/04/2002 (18),"1,93m", ,01/01/2022,BRA1_2022,BRA1,2022,EC Juventude
William Matheus,800 mil €,75058,Brasil,            Lateral Esq.,6,02/04/1990 (30),"1,81m",esquerdo,14/06/2021,BRA1_2022,BRA1,2022,EC Juventude
Moraes,300 mil €,596586,Brasil,            Lateral Esq.,20,03/10/1997 (23),"1,71m",esquerdo,24/01/2022,BRA1_2022,BRA1,2022,EC Juventude
Busanello,-,698742,Brasil,            Lateral Esq.,90,29/10/1998 (22),"1,80m",esquerdo,20/03/2022,BRA1_2022,BRA1,2022,EC Juventude
Rodrigo Soares,"1,50 mi. €",388236,Brasil,            Lateral Dir.,2,26/12/1992 (28),"1,76m",direito,24/01/2022,BRA1_2022,BRA1,2022,EC Juventude
Paulo Henrique,50 mil €,412594,Brasil,            Lateral Dir.,96,25/07/1996 (24),"1,75m",direito,22/02/2021,BRA1_2022,BRA1,2022,EC Juventude
Nicolas,-,978030,Brasil,            Lateral Dir.,-,02/08/2003 (17),"1,69m",direito,,BRA1_2022,BRA1,2022,EC Juventude
Darlan,"2,50 mi. €",570582,Brasil,            Volante,8,16/04/1998 (22),"1,74m",esquerdo,19/01/2022,BRA1_2022,BRA1,2022,EC Juventude
Elton,650 mil €,128823,Brasil,            Volante,17,17/03/1990 (30),"1,80m",direito,10/03/2021,BRA1_2022,BRA1,2022,EC Juventude
Yuri Lima,600 mil €,446408,Brasil,            Volante,50,05/08/1994 (26),"1,82m",direito,21/03/2022,BRA1_2022,BRA1,2022,EC Juventude
Jean Irmer,550 mil €,349826,Brasil,            Volante,-,26/09/1994 (26),"1,83m",direito,08/04/2022,BRA1_2022,BRA1,2022,EC Juventude
Marlon,350 mil €,538234,Brasil,            Volante,25,26/02/1990 (30),"1,75m",direito,05/04/2022,BRA1_2022,BRA1,2022,EC Juventude
Anderson Leite,175 mil €,376640,Brasil,            Volante,-,04/05/1993 (27),"1,83m",direito,29/07/2022,BRA1_2022,BRA1,2022,EC Juventude
Rômulo,50 mil €,687359,Brasil,            Volante,32,01/03/2000 (20),"1,82m",direito,31/01/2022,BRA1_2022,BRA1,2022,EC Juventude
Luis Felipe,-,986895,Brasil,            Volante,-,18/02/2002 (18),"1,80m",direito,01/01/2023,BRA1_2022,BRA1,2022,EC Juventude
Guilherme Gehring,-,1079284,Brasil,            Volante,-,09/05/2005 (15),"1,80m", ,,BRA1_2022,BRA1,2022,EC Juventude
Kelvi Gomes,-,740491,Brasil,            Volante,15,17/10/2002 (18),"1,82m",direito,20/01/2023,BRA1_2022,BRA1,2022,EC Juventude
Jádson,750 mil €,205179,Brasil,            Meia Central,16,30/08/1993 (27),"1,71m",direito,02/07/2021,BRA1_2022,BRA1,2022,EC Juventude
Ricardinho,550 mil €,72438,Brasil,            Meia Central,5,27/03/1989 (31),"1,74m",direito,05/08/2021,BRA1_2022,BRA1,2022,EC Juventude
Gabriel Tota,-,940145,Brasil,            Meia Central,88,29/10/2001 (19),"1,86m",direito,27/01/2022,BRA1_2022,BRA1,2022,EC Juventude
Dudu,-,868079,Brasil,            Meia Esquerda,36,28/09/2002 (18),"1,82m",esquerdo,,BRA1_2022,BRA1,2022,EC Juventude
Bruno Nazário,750 mil €,250010,Brasil,            Meia Ofensivo,-,09/02/1995 (25),"1,78m",esquerdo,18/07/2022,BRA1_2022,BRA1,2022,EC Juventude
Bruninho,650 mil €,584083,Brasil,            Meia Ofensivo,13,27/04/2000 (20),"1,75m",direito,28/05/2021,BRA1_2022,BRA1,2022,EC Juventude
Edinho,500 mil €,353279,Brasil,            Meia Ofensivo,58,08/08/1994 (26),"1,58m",direito,05/04/2022,BRA1_2022,BRA1,2022,EC Juventude
Chico Kim,400 mil €,349166,Brasil,            Meia Ofensivo,23,16/05/1991 (29),"1,75m",direito,19/04/2021,BRA1_2022,BRA1,2022,EC Juventude
Rodrigo Bassani,250 mil €,552241,Brasil,            Meia Ofensivo,33,17/10/1997 (23),"1,77m",esquerdo,01/01/2022,BRA1_2022,BRA1,2022,EC Juventude
Rafinha,-,1053934,Brasil,            Meia Ofensivo,-,18/11/2002 (18),"1,73m",direito,01/01/2023,BRA1_2022,BRA1,2022,EC Juventude
Felipe Pires,725 mil €,327911,Brasil,            Ponta Esquerda,-,18/04/1995 (25),"1,78m",direito,05/08/2022,BRA1_2022,BRA1,2022,EC Juventude
Óscar Ruiz,600 mil €,336390,Paraguai,            Ponta Esquerda,11,14/05/1991 (29),"1,68m",esquerdo,01/04/2022,BRA1_2022,BRA1,2022,EC Juventude
Paulinho Moccelin,300 mil €,282502,Brasil,            Ponta Esquerda,94,16/03/1994 (26),"1,69m",direito,04/04/2022,BRA1_2022,BRA1,2022,EC Juventude
Capixaba,200 mil €,435253,Brasil,            Ponta Esquerda,7,09/01/1997 (23),"1,70m",esquerdo,22/02/2021,BRA1_2022,BRA1,2022,EC Juventude
Vitor Leque,-,752552,Brasil,            Ponta Esquerda,-,19/01/2001 (19),"1,74m",direito,28/07/2022,BRA1_2022,BRA1,2022,EC Juventude
Guilherme Parede,750 mil €,393830,Brasil,            Ponta Direita,77,19/09/1995 (25),"1,76m",direito,25/01/2022,BRA1_2022,BRA1,2022,EC Juventude
Ruan,-,1053933,Brasil,            Ponta Direita,-,03/05/2005 (15),"1,72m",direito,01/01/2023,BRA1_2022,BRA1,2022,EC Juventude
Hélio Borges,-,730938,Brasil,            Ponta Direita,35,15/05/2000 (20),"1,75m",direito,19/01/2022,BRA1_2022,BRA1,2022,EC Juventude
Mauro Zárate,"2,00 mi. €",26456,Argentina,            Centroavante,-,18/03/1987 (33),"1,75m",direito,11/02/2022,BRA1_2022,BRA1,2022,EC Juventude
Isidro Pitta,"1,00 mi. €",675178,Paraguai,            Centroavante,80,14/08/1999 (21),"1,83m",direito,09/02/2022,BRA1_2022,BRA1,2022,EC Juventude
Ricardo Bueno,400 mil €,110650,Brasil,            Centroavante,9,15/08/1987 (33),"1,83m",direito,06/08/2021,BRA1_2022,BRA1,2022,EC Juventude
Vitor Gabriel,200 mil €,575373,Brasil,            Centroavante,63,20/01/2000 (20),"1,87m",direito,24/01/2022,BRA1_2022,BRA1,2022,EC Juventude
Weliton,-,1025717,Brasil,            Centroavante,-,13/04/2005 (15),"1,87m",direito,,BRA1_2022,BRA1,2022,EC Juventude
Cauã,-,894285,Brasil,            Atacante,-,23/02/2003 (17),-,direito,,BRA1_2022,BRA1,2022,EC Juventude
Muriel,900 mil €,27349,Brasil,            Goleiro,27,14/02/1987 (33),"1,89m",esquerdo,05/07/2019,BRA1_2022,BRA1,2022,Fluminense FC
Fábio,600 mil €,22415,Brasil,            Goleiro,12,30/09/1980 (40),"1,88m",direito,19/01/2022,BRA1_2022,BRA1,2022,Fluminense FC
Marcos Felipe,250 mil €,283166,Brasil,            Goleiro,1,13/04/1996 (24),"1,88m",direito,01/07/2017,BRA1_2022,BRA1,2022,Fluminense FC
Pedro Rangel,-,841263,Brasil,            Goleiro,22,29/06/2000 (20),"1,92m",direito,01/01/2023,BRA1_2022,BRA1,2022,Fluminense FC
Nino,"3,00 mi. €",520454,Brasil,            Zagueiro,33,10/04/1997 (23),"1,88m",direito,13/01/2020,BRA1_2022,BRA1,2022,Fluminense FC
Luccas Claro,900 mil €,175179,Brasil,            Zagueiro,4,02/10/1991 (29),"1,80m",direito,19/09/2019,BRA1_2022,BRA1,2022,Fluminense FC
David Braz,900 mil €,53226,Brasil,            Zagueiro,44,21/05/1987 (33),"1,88m",direito,16/04/2021,BRA1_2022,BRA1,2022,Fluminense FC
David Duarte,600 mil €,373446,Brasil,            Zagueiro,29,24/01/1995 (25),"1,93m",direito,01/01/2022,BRA1_2022,BRA1,2022,Fluminense FC
Matheus Ferraz,550 mil €,137159,Brasil,            Zagueiro,3,12/02/1985 (35),"1,90m",direito,01/01/2019,BRA1_2022,BRA1,2022,Fluminense FC
Manoel,550 mil €,113586,Brasil,            Zagueiro,26,26/02/1990 (30),"1,81m",direito,14/04/2021,BRA1_2022,BRA1,2022,Fluminense FC
Davi,-,994623,Brasil,            Zagueiro,-,30/01/2002 (18),"1,84m",direito,,BRA1_2022,BRA1,2022,Fluminense FC
Cipriano,-,994622,Brasil,            Zagueiro,41,09/11/2002 (18),"1,97m",esquerdo,01/01/2024,BRA1_2022,BRA1,2022,Fluminense FC
Marlon,"2,50 mi. €",406675,Brasil,            Lateral Esq.,30,20/05/1997 (23),"1,78m",esquerdo,11/01/2019,BRA1_2022,BRA1,2022,Fluminense FC
Mario Pineida,800 mil €,193937,Equador,            Lateral Esq.,6,06/07/1992 (28),"1,69m",direito,10/01/2022,BRA1_2022,BRA1,2022,Fluminense FC
Caio Paulista,800 mil €,601011,Brasil,            Lateral Esq.,70,11/05/1998 (22),"1,84m",esquerdo,11/09/2021,BRA1_2022,BRA1,2022,Fluminense FC
Danilo Barcelos,750 mil €,271666,Brasil,            Lateral Esq.,18,17/08/1991 (29),"1,81m",esquerdo,04/09/2020,BRA1_2022,BRA1,2022,Fluminense FC
Cristiano,600 mil €,375813,Brasil,            Lateral Esq.,15,29/08/1993 (27),"1,80m",esquerdo,14/01/2022,BRA1_2022,BRA1,2022,Fluminense FC
Marcos Pedro,-,884071,Brasil,            Lateral Esq.,42,01/12/2001 (19),"1,74m",esquerdo,,BRA1_2022,BRA1,2022,Fluminense FC
Calegari,"2,00 mi. €",686597,Brasil,            Lateral Dir.,31,27/02/2002 (18),"1,71m",direito,06/01/2020,BRA1_2022,BRA1,2022,Fluminense FC
Samuel Xavier,800 mil €,198250,Brasil,            Lateral Dir.,2,06/06/1990 (30),"1,66m",direito,05/03/2021,BRA1_2022,BRA1,2022,Fluminense FC
Jhonny,-,992534,Brasil,            Lateral Dir.,43,16/04/2002 (18),"1,79m",direito,01/01/2024,BRA1_2022,BRA1,2022,Fluminense FC
Wellington,"1,40 mi. €",74789,Brasil,            Volante,5,28/01/1991 (29),"1,73m",direito,05/03/2021,BRA1_2022,BRA1,2022,Fluminense FC
Felipe Melo,750 mil €,35537,Brasil,            Volante,52,26/06/1983 (37),"1,83m",direito,01/01/2022,BRA1_2022,BRA1,2022,Fluminense FC
André,100 mil €,800176,Brasil,            Volante,7,16/07/2001 (19),"1,76m",direito,01/03/2021,BRA1_2022,BRA1,2022,Fluminense FC
Alexsander,-,997714,Brasil,            Volante,-,08/10/2003 (17),"1,78m",esquerdo,01/01/2023,BRA1_2022,BRA1,2022,Fluminense FC
Nonato,"2,70 mi. €",546172,Brasil,            Meia Central,8,03/03/1998 (22),"1,75m",direito,18/07/2024,BRA1_2022,BRA1,2022,Fluminense FC
Yago Felipe,"1,00 mi. €",346935,Brasil,            Meia Central,20,03/02/1995 (25),"1,74m",direito,17/01/2020,BRA1_2022,BRA1,2022,Fluminense FC
Martinelli,-,815558,Brasil,            Meia Central,38,05/10/2001 (19),"1,76m",direito,01/07/2020,BRA1_2022,BRA1,2022,Fluminense FC
Nathan,"1,70 mi. €",294798,Brasil,            Meia Ofensivo,13,13/03/1996 (24),"1,77m",direito,01/01/2022,BRA1_2022,BRA1,2022,Fluminense FC
Ganso,"1,60 mi. €",67920,Brasil,            Meia Ofensivo,10,12/10/1989 (31),"1,84m",esquerdo,31/01/2019,BRA1_2022,BRA1,2022,Fluminense FC
Edinho,-,994621,Brasil,            Meia Ofensivo,-,23/08/2001 (19),"1,71m",direito,,BRA1_2022,BRA1,2022,Fluminense FC
Michel Araújo,"1,40 mi. €",482144,Uruguai,            Ponta Esquerda,-,28/09/1996 (24),"1,78m",esquerdo,18/01/2020,BRA1_2022,BRA1,2022,Fluminense FC
Cauã Aguiar,-,994624,Brasil,            Ponta Esquerda,-,03/02/2001 (19),"1,71m",esquerdo,,BRA1_2022,BRA1,2022,Fluminense FC
Alexandre Jesus,-,739439,Brasil,            Ponta Esquerda,19,16/09/2001 (19),"1,84m",direito,01/01/2023,BRA1_2022,BRA1,2022,Fluminense FC
Matheus Martins,-,668228,Brasil,            Ponta Esquerda,37,16/07/2003 (17),"1,79m",direito,01/07/2021,BRA1_2022,BRA1,2022,Fluminense FC
Biel,-,875328,Brasil,            Ponta Esquerda,39,01/04/2001 (19),"1,70m",direito,01/03/2021,BRA1_2022,BRA1,2022,Fluminense FC
Marrony,"3,60 mi. €",599879,Brasil,            Ponta Direita,-,05/02/1999 (21),"1,86m",esquerdo,18/07/2022,BRA1_2022,BRA1,2022,Fluminense FC
Luiz Henrique,"2,00 mi. €",800175,Brasil,            Ponta Direita,11,02/01/2001 (19),"1,82m",esquerdo,01/07/2020,BRA1_2022,BRA1,2022,Fluminense FC
Jhon Arias,725 mil €,588989,Colômbia,            Ponta Direita,21,21/09/1997 (23),"1,68m",direito,18/08/2021,BRA1_2022,BRA1,2022,Fluminense FC
Gabryel Martins,-,994618,Brasil,            Ponta Direita,-,12/12/2001 (19),"1,69m",direito,,BRA1_2022,BRA1,2022,Fluminense FC
Willian Bigode,"1,70 mi. €",55338,Brasil,            Seg. Atacante,17,19/11/1986 (34),"1,71m",direito,01/01/2022,BRA1_2022,BRA1,2022,Fluminense FC
Germán Cano,"3,00 mi. €",54590,Argentina,            Centroavante,14,02/02/1988 (32),"1,76m",direito,13/01/2022,BRA1_2022,BRA1,2022,Fluminense FC
Alan,"2,20 mi. €",73460,China,            Centroavante,-,10/07/1989 (31),"1,78m",direito,20/06/2022,BRA1_2022,BRA1,2022,Fluminense FC
Fred,900 mil €,31005,Brasil,            Centroavante,9,03/10/1983 (37),"1,85m",direito,05/06/2020,BRA1_2022,BRA1,2022,Fluminense FC
Marcelinho,-,994619,Brasil,            Atacante,-,03/11/2000 (20),"1,82m",direito,,BRA1_2022,BRA1,2022,Fluminense FC
John Kennedy,-,856085,Brasil,            Centroavante,23,18/05/2002 (18),"1,73m",direito,01/01/2021,BRA1_2022,BRA1,2022,Fluminense FC
Fábio,450 mil €,22415,Brasil,            Goleiro,1,30/09/1980 (41),"1,88m",direito,19/01/2022,BRA1_2023,BRA1,2023,Fluminense FC
Pedro Rangel,100 mil €,841263,Brasil,            Goleiro,22,29/06/2000 (21),"1,92m",direito,01/01/2023,BRA1_2023,BRA1,2023,Fluminense FC
Gustavo Ramalho,100 mil €,884069,Brasil,            Goleiro,50,16/09/2002 (19),"2,00m",direito,01/01/2024,BRA1_2023,BRA1,2023,Fluminense FC
Vitor Eudes,50 mil €,590039,Brasil,            Goleiro,98,21/10/1998 (23),"1,94m",direito,01/01/2023,BRA1_2023,BRA1,2023,Fluminense FC
Marlon,"10,00 mi. €",273236,Brasil,            Zagueiro,4,07/09/1995 (26),"1,82m",direito,12/07/2023,BRA1_2023,BRA1,2023,Fluminense FC
Nino,"6,50 mi. €",520454,Brasil,            Zagueiro,33,10/04/1997 (24),"1,88m",direito,13/01/2020,BRA1_2023,BRA1,2023,Fluminense FC
Manoel,550 mil €,113586,Brasil,            Zagueiro,26,26/02/1990 (31),"1,81m",direito,14/04/2021,BRA1_2023,BRA1,2023,Fluminense FC
David Braz,500 mil €,53226,Brasil,            Zagueiro,44,21/05/1987 (34),"1,88m",direito,16/04/2021,BRA1_2023,BRA1,2023,Fluminense FC
Vitor Mendes,450 mil €,686333,Brasil,            Zagueiro,-,13/02/1999 (22),"1,86m",direito,01/01/2023,BRA1_2023,BRA1,2023,Fluminense FC
Justen,-,997717,Brasil,            Zagueiro,46,03/07/2003 (18),"1,85m", ,,BRA1_2023,BRA1,2023,Fluminense FC
